"Address","City","Bd1","Bth1","Sqft","LotSz1","LotUnit","Year","Date","Sqft.dollor","DOM.CDOM","OrgPrice","LstPrice","SalPrice","SP.LP","zip"
"8049 Birgham Way","Sacramento","4","2 (2 0)",2078,0.162,"ac","1996",2013-02-15,96.25,"2/2",200000,"200000","200000",100,95829
"9137 Bramwell Way","Sacramento","3","2 (2 0)",1339,0.148,"ac","2001",2013-08-05,149.37,"7/7",179900,"179900","200000",111.17,95829
"9283 Boscastle Way","Sacramento","3","2 (2 0)",1155,0.1126,"ac","1993",2013-04-16,173.16,"6/6",175000,"175000","200000",114.29,95829
"8102 Silverleaf Way","Sacramento","3","2 (2 0)",1432,0.1326,"ac","1992",2013-06-20,143.16,"3/3",190000,"190000","205000",107.89,95829
"8132 Westray Dr","Sacramento","3","2 (2 0)",1160,0.1136,"ac","1989",2013-07-15,176.72,"11/11",200000,"200000","205000",102.5,95829
"9069 Chantal Way","Sacramento","4","3 (3 0)",2040,0.131,"ac","1993",2013-05-01,100.49,"4/4",199000,"199000","205000",103.02,95829
"9295 Tamerton Way","Sacramento","3","2 (2 0)",1500,0.153,"ac","1998",2013-05-28,137.33,"11/11",195000,"195000","206000",105.64,95829
"9220 Norseman Ct","Sacramento","4","3 (3 0)",1710,4488,"sf","1990",2013-07-23,121.05,"5/5",215000,"215000","207000",96.28,95829
"8923 Great Rock Cir","Sacramento","3-4","3 (2 1)",1727,2232,"sf","2011",2013-05-31,121.6,"10/10",179000,"179000","210000",117.32,95829
"8155 Saint Brendan Pl","Sacramento","4","2 (2 0)",1689,0.145,"ac","1994",2013-06-28,124.33,"2/2",189000,"189000","210000",111.11,95829
"9962 Jacinth Pl","Sacramento","3","2 (2 0)",1660,0.133,"ac","2004",2013-03-07,126.51,"18/18",210000,"210000","210000",100,95829
"7959 Bothwell Dr","Sacramento","3","2 (2 0)",2004,0.152,"ac","2002",2013-02-15,107.29,"33/33",189000,"189000","215000",113.76,95829
"8344 Cabochon Way","Sacramento","3","2 (2 0)",1843,0.15,"ac","2004",2013-05-31,116.66,"5/5",210000,"210000","215000",102.38,95829
"9242 Wenlock Ct","Sacramento","4","3 (3 0)",1710,0.1178,"ac","1990",2013-07-03,125.73,"13/13",195000,"195000","215000",110.26,95829
"9126 Carradale Way","Sacramento","3","2 (2 0)",1137,5025,"sf","2001",2013-07-05,189.09,"10/10",189000,"189000","215000",113.76,95829
"9041 Napa Valley Way","Sacramento","3","2 (2 0)",1255,0.1316,"ac","1989",2013-06-14,172.91,"9/9",209900,"209900","217000",103.38,95829
"9237 Champagne Ct","Sacramento","3","2 (2 0)",1768,0.185,"ac","1992",2013-04-19,124.43,"2/2",178000,"178000","220000",123.6,95829
"8228 Montevina Dr","Sacramento","4","2 (2 0)",1755,0.1506,"ac","1992",2013-06-18,125.36,"7/7",190000,"190000","220000",115.79,95829
"9253 Fosdyke Ct","Sacramento","3","2 (2 0)",1500,0.19,"ac","1997",2013-03-20,146.67,"6/6",199900,"199900","220000",110.06,95829
"8220 Rivallo Way","Sacramento","4","3 (3 0)",2450,0.133,"ac","2004",2013-02-08,89.8,"6/6",210000,"210000","220000",104.76,95829
"7818 Beck Ct","Sacramento","3","3 (3 0)",1878,0.1641,"ac","2002",2013-06-25,118.74,"8/8",229000,"261000","223000",85.44,95829
"9208 Sweetdale Ct","Sacramento","4","2 (2 0)",1477,0.128,"ac","1999",2013-04-17,152.34,"3/3",198000,"198000","225000",113.64,95829
"9001 Durness Way","Sacramento","4","3 (3 0)",1870,0.108,"ac","1989",2013-04-08,120.32,"8/8",215000,"215000","225000",104.65,95829
"9203 Gambier","Sacramento","3","2 (2 0)",1277,0.1661,"ac","1990",2013-07-31,176.98,"19/19",219900,"227000","226000",99.56,95829
"9258 Parducci Way","Sacramento","4","2 (2 0)",1621,0.129,"ac","1996",2013-06-20,140.65,"29/29",219900,"219900","228000",103.68,95829
"8324 Silver Moon Way","Sacramento","5","4 (3 1)",2877,0.119,"ac","2007",2013-08-30,79.6,"19/19",200000,"240000","229000",95.42,95829
"9048 Brevard Way","Sacramento","4","3 (3 0)",2005,0.17,"ac","1989",2013-01-14,114.71,"13/13",199950,"225000","230000",102.22,95829
"7940 Quaker Ridge Wa","Sacramento","3","2 (2 0)",1654,0.156,"ac","2003",2013-03-19,139.06,"3/3",230000,"230000","230000",100,95829
"8229 Cashel Way","Sacramento","3","2 (2 0)",1284,0.131,"ac","1989",2013-07-31,179.13,"16/16",209900,"229900","230000",100.04,95829
"9006 Chantal Way","Sacramento","3","2 (2 0)",1432,0.1308,"ac","1993",2013-07-30,160.61,"5/5",229000,"229000","230000",100.44,95829
"8298 Redford Way","Sacramento","4","2 (2 0)",1477,0.13,"ac","2001",2013-05-02,155.79,"9/9",220000,"220000","230100",104.59,95829
"9545 Gardella Way","Sacramento","3","2 (2 0)",1428,0.108,"ac","2010",2013-05-10,161.76,"13/13",249000,"230000","231000",100.43,95829
"9160 Beaulieu Way","Sacramento","4","2 (2 0)",1937,0.203,"ac","1990",2013-01-23,119.77,"42/42",244900,"225000","232000",103.11,95829
"9278 Benefield Ct","Sacramento","3","2 (2 0)",1339,0.1085,"ac","1998",2013-07-01,174.01,"49/49",240000,"230000","233000",101.3,95829
"9359 Washford Ct","Sacramento","3","2 (2 0)",1350,0.1723,"ac","1992",2013-05-17,172.59,"6/6",225000,"225000","233000",103.56,95829
"9359 Ironstone","Sacramento","3","2 (2 0)",1416,0.1316,"ac","2002",2013-07-18,165.25,"6/6",199500,"199500","234000",117.29,95829
"9021 Emsdale Way","Sacramento","3","2 (2 0)",1495,0.1424,"ac","1988",2013-07-16,157.19,"9/9",239500,"239500","235000",98.12,95829
"9268 Deddington Way","Sacramento","3","2 (2 0)",1339,0.1085,"ac","1999",2013-07-24,175.5,"15/15",235000,"235000","235000",100,95829
"7884 Kelvedon Way","Sacramento","4","2 (2 0)",1577,0.1086,"ac","2000",2013-08-30,149.02,"29/29",250000,"239000","235000",98.33,95829
"9456 Markfield Way","Sacramento","3","2 (2 0)",1463,0.1389,"ac","1993",2013-08-12,160.63,"3/3",234999,"234999","235000",100,95829
"8133 Silverleaf Way","Sacramento","3","2 (2 0)",1432,0.1291,"ac","1993",2013-05-07,164.11,"4/4",220000,"220000","235000",106.82,95829
"9110 Alesia Ct","Sacramento","6","3 (3 0)",2979,0.149,"ac","2004",2013-01-16,78.89,"15/15",200000,"200000","235000",117.5,95829
"9198 Sandrine Ct","Sacramento","3","2 (2 0)",1843,0.15,"ac","2003",2013-01-31,128.59,"10/10",200000,"200000","237000",118.5,95829
"8134 Silverleaf Way","Sacramento","3","2 (2 0)",1637,0.15,"ac","1993",2013-06-14,145.39,"5/5",249950,"249950","238000",95.22,95829
"9452 Pournelle Ct","Sacramento","3","2 (2 0)",1661,0.1511,"ac","2002",2013-07-15,144.49,"11/11",170000,"170000","240000",141.18,95829
"7855 Royal Down Cir","Sacramento","3","2 (2 0)",1656,0.133,"ac","2002",2013-04-25,144.93,"20/20",206750,"238000","240000",100.84,95829
"9038 Epernay Ct","Sacramento","4","3 (3 0)",2005,0.151,"ac","1989",2013-02-08,119.7,"13/13",234900,"234900","240000",102.17,95829
"8001 Marsannay Way","Sacramento","4","3 (3 0)",2005,0.193,"ac","1989",2013-04-18,120.97,"8/8",229999,"229999","242550",105.46,95829
"7834 Pacific Dunes Ct","Sacramento","5","4 (4 0)",2796,0.148,"ac","2003",2013-04-18,87.63,"5/5",325000,"325000","245000",75.38,95829
"8100 Delft Ct","Sacramento","3","2 (2 0)",1432,0.1433,"ac","1992",2013-06-21,171.79,"9/9",226000,"226000","246000",108.85,95829
"8325 Delicato Way","Sacramento","3","2 (2 0)",1525,0.1362,"ac","2001",2013-06-21,162.3,"13/13",229900,"235000","247500",105.32,95829
"8997 Emsdale Way","Sacramento","4","3 (3 0)",2235,0.157,"ac","1988",2013-03-13,111.83,"5/5",249900,"249900","249950",100.02,95829
"10146 Omeara Dr","Sacramento","3","2 (2 0)",2121,0.196,"ac","2002",2013-02-28,117.87,"6/6",237500,"237500","250000",105.26,95829
"8971 Opel Canyon Ct","Sacramento","4","2 (2 0)",1748,0.1379,"ac","2000",2013-05-20,143.02,"5/5",205000,"250000","250000",100,95829
"9130 Callock Ct","Sacramento","3","2 (2 0)",1577,0.1121,"ac","2001",2013-08-20,158.53,"8/8",240000,"240000","250000",104.17,95829
"8905 Bridalsmith Dr","Sacramento","4","2 (2 0)",1689,0.1215,"ac","1994",2013-07-03,149.2,"16/16",250000,"270000","252000",93.33,95829
"9524 Gardella Way","Sacramento","3","2 (2 0)",1428,0.1109,"ac","2011",2013-07-23,177.17,"7/7",250000,"250000","253000",101.2,95829
"9136 Giant Panda Dr","Sacramento","4","2 (2 0)",1577,0.1808,"ac","2001",2013-08-15,160.43,"4/4",247500,"247500","253000",102.22,95829
"9004 Crofton Ct","Sacramento","4","3 (3 0)",2235,0.1324,"ac","1988",2013-08-21,114.09,"17/17",255000,"255000","255000",100,95829
"7979 Pine Barrens Way","Sacramento","3","2 (2 0)",1652,0.148,"ac","2003",2013-05-07,154.36,"10/10",220000,"220000","255000",115.91,95829
"7491 Garden Ridge Wa","Sacramento","3","2 (2 0)",1604,0.15,"ac","2011",2013-05-30,159.6,"26/26",260000,"250000","256000",102.4,95829
"9112 Pebble Field Way","Sacramento","3","2 (2 0)",1475,0.12,"ac","2008",2013-07-26,174.24,"3/3",255000,"255000","257000",100.78,95829
"8017 Marsannay Way","Sacramento","4","3 (3 0)",2005,0.1683,"ac","1990",2013-07-02,129.68,"7/7",237900,"237900","260000",109.29,95829
"8070 Langdale Ct","Sacramento","3","2 (2 0)",1864,0.154,"ac","1995",2013-04-19,139.48,"84/84",259900,"269900","260000",96.33,95829
"10118 Crooked Stick Dr","Sacramento","3-4","2 (2 0)",2060,0.152,"ac","2003",2013-03-14,126.21,"88/88",265000,"265000","260000",98.11,95829
"5268 Bradshaw Rd","Sacramento","3","2 (2 0)",1344,0.54,"ac","1964",2013-05-17,193.45,"253/253",300000,"300000","260000",86.67,95829
"8288 Grand Cru Dr","Sacramento","4","3 (3 0)",2480,0.12,"ac","2005",2013-01-04,104.84,"31/31",284900,"274900","260000",94.58,95829
"9253 Brevard Ct","Sacramento","3","2 (2 0)",1965,0.133,"ac","2001",2013-03-05,132.43,"7/7",234000,"263000","260222",98.94,95829
"7937 Montevina Dr","Sacramento","4","2 (2 0)",1993,0.158,"ac","2001",2013-03-26,130.96,"2/2",249950,"260000","261000",100.38,95829
"9952 Wildhawk West Dr","Sacramento","3-4","2 (2 0)",1848,0.152,"ac","2002",2013-01-31,141.23,"12/12",246750,"246750","261000",105.78,95829
"9242 Champagne Ct","Elk Grove","4","2 (2 0)",1768,0.1757,"ac","1992",2013-07-05,149.32,"20/20",269900,"269900","264000",97.81,95829
"9950 Amulet Pl","Sacramento","3","2 (2 0)",1660,0.1487,"ac","2004",2013-06-25,159.64,"2/2",260000,"260000","265000",101.92,95829
"7963 Dersingham Dr","Sacramento","3","2 (2 0)",1691,0.1326,"ac","2001",2013-06-28,156.71,"6/6",259950,"259950","265000",101.94,95829
"7768 Bradshaw Rd","Sacramento","4","7 (2 5)",1543,2.42,"ac","Unknown",2013-04-09,171.74,"56/56",259000,"295000","265000",89.83,95829
"9970 Ocean Dunes Ct","Sacramento","4","2 (2 0)",2060,0.2,"ac","2002",2013-01-23,128.64,"8/8",265000,"265000","265000",100,95829
"7908 Keith Winney Cir","Sacramento","4","3 (3 0)",1828,0.1295,"ac","1999",2013-05-31,145.46,"10/10",239950,"239950","265900",110.81,95829
"9709 Everbloom Way","Sacramento","4","2 (2 0)",1925,0.139,"ac","2005",2013-05-13,138.7,"5/5",265000,"265000","267000",100.75,95829
"9228 Brevard Dr","Sacramento","3","2 (2 0)",1661,0.1397,"ac","2002",2013-08-05,161.05,"11/11",269999,"269999","267500",99.07,95829
"9585 Gardella Way","Sacramento","3","2 (2 0)",1428,0.1497,"ac","2010",2013-07-19,188.38,"2/66",259990,"289900","269000",92.79,95829
"9114 Cobblefield Dr","Sacramento","5","3 (3 0)",2449,0.1374,"ac","2004",2013-06-04,110.25,"65/65",298000,"288000","270000",93.75,95829
"8054 Traminer Way","Sacramento","5","3 (3 0)",2432,0.16,"ac","1993",2013-02-21,111.02,"74/74",265000,"265000","270000",101.89,95829
"8324 GLENDON Way","Sacramento","4","2 (2 0)",1715,0.14,"ac","2003",2013-06-13,157.49,"31/31",280000,"249900","270100",108.08,95829
"10170 Mccarron Way","Sacramento","4","2 (2 0)",1878,0.164,"ac","2002",2013-07-19,144.3,"9/9",239900,"275000","271000",98.55,95829
"7969 Lavenham Ct","Sacramento","3","2 (2 0)",1697,0.168,"ac","2000",2013-07-18,159.69,"6/6",260000,"260000","271000",104.23,95829
"9031 Petite Sirah Way","Sacramento","4","3 (3 0)",2005,0.1601,"ac","1989",2013-08-28,136.16,"5/5",269000,"269000","273000",101.49,95829
"8308 Cabochon Way","Sacramento","3","2 (2 0)",1662,0.1503,"ac","2004",2013-08-13,165.46,"13/13",270000,"270000","275000",101.85,95829
"9020 Brittany Park Dr","Sacramento","4","3 (2 1)",2632,0.163,"ac","2000",2013-01-25,104.48,"5/165",265000,"258000","275000",106.59,95829
"9069 Pebble Spring Ct","Sacramento","5","3 (3 0)",2781,0.143,"ac","1997",2013-07-02,100.28,"14/14",265000,"265000","278888",105.24,95829
"9127 Lucchesi Dr","Sacramento","4","3 (2 1)",2034,0.138,"ac","2005",2013-03-27,137.17,"20/20",259900,"259900","279000",107.35,95829
"10077 Castle Oaks Ct","Sacramento","4","3 (3 0)",2372,0.152,"ac","2003",2013-01-04,118.04,"14/14",270000,"270000","280000",103.7,95829
"8271 Boulder Field Dr","Sacramento","4","3 (3 0)",2774,0.121,"ac","1996",2013-02-28,100.94,"7/8",274900,"280000","280000",100,95829
"9000 Hooded Crane Ct","Sacramento","4","3 (3 0)",2136,0.152,"ac","1996",2013-03-18,132.02,"47/47",284900,"284900","282000",98.98,95829
"9958 Jacinth Place","Sacramento","3","2 (2 0)",1843,0.1326,"ac","2004",2013-07-15,153.55,"6/6",284999,"284999","283000",99.3,95829
"9021 Hooded Crane Ct","Sacramento","4","3 (3 0)",2136,0.129,"ac","1998",2013-02-15,132.96,"5/5",281900,"281900","284000",100.74,95829
"10049 Cristo Dr","Sacramento","4","2 (2 0)",2507,0.162,"ac","2002",2013-02-13,113.68,"7/7",275000,"275000","285000",103.64,95829
"9909 Firstone Dr","Sacramento","4","3 (2 1)",2116,0.201,"ac","2005",2013-04-10,134.69,"6/6",259900,"259900","285000",109.66,95829
"8133 Bramfield Way","Sacramento","4","2 (2 0)",1912,0.1414,"ac","1990",2013-06-17,149.53,"14/14",275000,"275000","285900",103.96,95829
"8071 Langdale Court","Sacramento","3-4","2 (2 0)",1864,0.1617,"ac","1995",2013-07-23,154.24,"10/10",272500,"272500","287500",105.5,95829
"9176 Torino Way","Sacramento","4","2 (2 0)",1715,0.1869,"ac","2003",2013-06-24,169.1,"12/12",289950,"289950","290000",100.02,95829
"10072 Castle Oaks Ct","Sacramento","4","2 (2 0)",2060,0.17,"ac","2003",2013-02-13,140.78,"18/18",285000,"285000","290000",101.75,95829
"9718 Fall Valley","Sacramento","4","3 (3 0)",2400,0.14,"ac","2005",2013-07-24,122.5,"2/2",299000,"289000","294000",101.73,95829
"10011 Firstone Ct","Sacramento","4","3 (3 0)",2426,0.14,"ac","2004",2013-01-30,121.6,"88/88",299999,"287500","295000",102.61,95829
"10059 Crooked Stick Dr","Sacramento","4","3 (2 1)",2329,0.195,"ac","2003",2013-02-28,127.95,"9/9",279000,"279000","298000",106.81,95829
"7933 Caymus Dr","Sacramento","4","3 (3 0)",2136,0.142,"ac","1999",2013-05-10,140.4,"34/34",299900,"299900","299900",100,95829
"9708 Everbloom Way","Sacramento","5","3 (3 0)",3082,0.139,"ac","2004",2013-05-13,97.31,"0/0",270000,"270000","299900",111.07,95829
"7894 Sergio Way","Sacramento","3-4","3 (3 0)",2350,0.2,"ac","2001",2013-02-11,127.66,"29/29",285000,"310000","300000",96.77,95829
"8999 Silver Bay WAy W","Sacramento","4","3 (3 0)",2774,0.135,"ac","2003",2013-04-08,108.15,"14/14",279900,"279900","300000",107.18,95829
"7938 Asiatic Lion Ct","Sacramento","4","3 (3 0)",1828,0.181,"ac","1995",2013-07-17,164.11,"12/12",288000,"300000","300000",100,95829
"8240 Rivallo Way","Sacramento","4","2 (2 0)",1804,0.1326,"ac","2004",2013-08-09,166.3,"24/24",279900,"299900","300000",100.03,95829
"7450 Thorndale Way","Sacramento","4","2 (2 0)",1794,0.1389,"ac","2013",2013-08-09,167.22,"8/8",309000,"298000","300000",100.67,95829
"10118 Crooked Stick Dr","Sacramento","3-4","2 (2 0)",2060,0.1515,"ac","2003",2013-05-10,145.63,"17/17",298000,"298000","300000",100.67,95829
"9561 Burroughs Ct","Sacramento","3","2 (2 0)",2004,0.2778,"ac","2003",2013-05-22,149.7,"4/4",280000,"280000","300001",107.14,95829
"7938 Cheetah Dr","Sacramento","4","3 (3 0)",1828,0.2094,"ac","1997",2013-06-27,164.66,"18/18",289990,"289990","301000",103.8,95829
"8124 Bramfield Way","Sacramento","4","3 (3 0)",2351,0.161,"ac","1991",2013-05-17,129.73,"5/5",315000,"315000","305000",96.83,95829
"8269 Red Rock","Sacramento","4","3 (2 1)",2308,0.0778,"ac","2011",2013-07-12,132.15,"71/71",318000,"309900","305000",98.42,95829
"7847 Pacific Dunes Ct","Sacramento","4","2 (2 0)",2060,0.154,"ac","2003",2013-06-28,148.06,"18/18",310000,"299000","305000",102.01,95829
"9476 Hanfield Dr","Sacramento","4","2 (2 0)",1996,0.1487,"ac","2011",2013-07-19,152.81,"6/6",299000,"299000","305000",102.01,95829
"8060 Haldeman Ct","Sacramento","5","3 (3 0)",2548,0.139,"ac","2001",2013-01-17,119.7,"55/55",275000,"285490","305000",106.83,95829
"9495 Stewarton Ct","Sacramento","4","2 (2 0)",1912,0.1499,"ac","1990",2013-08-29,162.08,"10/10",309900,"309900","309900",100,95829
"10048 Crooked Stick Dr","Sacramento","5","4 (4 0)",2796,0.1902,"ac","2003",2013-07-01,110.87,"10/10",281300,"281300","310000",110.2,95829
"7255 Hedge Ave","Sacramento","3","2 (2 0)",1375,0.577,"ac","1978",2013-06-12,225.45,"25/25",294900,"294900","310000",105.12,95829
"7980 Munhall Ct","Sacramento","3","2 (2 0)",1965,0.274,"ac","2002",2013-07-02,158.27,"68/68",321900,"304900","311000",102,95829
"9983 Aspen Meadows C","Sacramento","4","3 (3 0)",2303,0.2158,"ac","2004",2013-05-06,135.48,"18/18",329900,"329900","312000",94.57,95829
"10102 Crooked Stick Dr","Sacramento","4","2 (2 0)",2060,0.1902,"ac","2003",2013-08-13,152.91,"14/14",270000,"270000","315000",116.67,95829
"7989 Quaker Ridge Wa","Sacramento","4","3 (3 0)",2303,0.25,"ac","2004",2013-05-07,136.78,"4/4",315000,"315000","315000",100,95829
"9257 Brevard Ct","Sacramento","5","3 (3 0)",2428,0.133,"ac","2001",2013-06-10,131.8,"30/30",329900,"319900","320000",100.03,95829
"9057 Robbins Rd","Sacramento","5","3 (2 1)",2318,0.1176,"ac","1998",2013-07-26,138.05,"6/6",319900,"319900","320000",100.03,95829
"8305 Almadine Dr","Sacramento","4","3 (2 1)",3037,0.201,"ac","2004",2013-04-15,105.37,"0/0",299000,"299000","320000",107.02,95829
"8407 Sienna Sand Dr","Sacramento","5-6","3 (3 0)",2797,5194,"sf","2008",2013-04-26,115.3,"6/6",519000,"319000","322500",101.1,95829
"9928 Diamonte Way","Sacramento","4-6","3 (2 1)",3037,0.196,"ac","2004",2013-07-09,108.5,"53/53",329900,"329900","329500",99.88,95829
"10400 Grand View Rd","Sacramento","3","2 (2 0)",1728,10,"ac","1989",2013-06-19,190.97,"5/5",290000,"290000","330000",113.79,95829
"9481 Heinlein Ct","Sacramento","5","3 (3 0)",2428,0.2136,"ac","2002",2013-08-06,135.91,"5/5",319900,"319900","330000",103.16,95829
"9453 Florin Rd","Sacramento","3","2 (2 0)",1296,7.7,"ac","1979",2013-07-30,258.49,"284/284",369000,"335000","335000",100,95829
"8229 Jose Bento Way","Sacramento","5","3 (3 0)",2487,0.212,"ac","2006",2013-07-12,135.1,"251/251",299000,"299000","336000",112.37,95829
"10100 Savona Dr","Sacramento","3","3 (2 1)",2211,0.889,"ac","1995",2013-04-17,153.78,"1/1",339900,"339900","340000",100.03,95829
"7834 Pacific Dunes Ct","Sacramento","5","4 (4 0)",2796,6447,"sf","2003",2013-05-29,121.6,"0/0",350000,"350000","340000",97.14,95829
"10114 Azinger Way","Sacramento","3-4","3 (3 0)",2350,0.1687,"ac","2001",2013-07-24,145.96,"7/7",330000,"330000","343000",103.94,95829
"8313 Medeiros Way","Sacramento","5","3 (3 0)",3464,0.197,"ac","2006",2013-02-27,101.04,"8/8",315000,"315000","350000",111.11,95829
"7918 Pavin Ct","Sacramento","4","3 (2 1)",2680,0.195,"ac","2002",2013-03-13,132.46,"1/1",354900,"354900","355000",100.03,95829
"10062 Crooked Stick Dr","Sacramento","5","4 (4 0)",2796,0.152,"ac","2003",2013-04-09,126.97,"16/16",355000,"355000","355000",100,95829
"8242 Jose Bento Way","Sacramento","4","3 (3 0)",2489,0.2137,"ac","2006",2013-06-11,142.63,"12/12",350000,"355000","355000",100,95829
"10067 Crooked Stick Dr","Sacramento","4","4 (4 0)",2796,0.17,"ac","2003",2013-05-29,126.97,"3/3",355000,"355000","355000",100,95829
"9713 Everbloom Way","Sacramento","4-6","3 (2 1)",2968,0.139,"ac","2005",2013-03-21,120.28,"13/13",344900,"344900","357000",103.51,95829
"9701 splender Way","Sacramento","5","3 (3 0)",2968,0.1584,"ac","2005",2013-04-12,121.29,"13/13",359970,"359970","360000",100.01,95829
"7843 lahontan Ct","Sacramento","4","3 (3 0)",2539,0.152,"ac","2003",2013-06-28,142.97,"48/48",339000,"347000","363000",104.61,95829
"10091 Crooked Stick Dr","Sacramento","4","4 (3 1)",2578,0.228,"ac","2003",2013-03-15,140.81,"22/22",365000,"365000","363000",99.45,95829
"9564 Moss Hill Way","Sacramento","4","3 (3 0)",2295,0.1357,"ac","2010",2013-08-12,158.82,"13/13",364500,"364500","364500",100,95829
"8273 Crimson Sage Ct","Sacramento","4","3 (2 1)",3052,0.268,"ac","2002",2013-02-04,119.59,"33/33",339900,"379900","365000",96.08,95829
"9885 Izilda Ct","Sacramento","6","5 (4 1)",3605,0.208,"ac","2006",2013-01-11,101.25,"6/6",350000,"350000","365000",104.29,95829
"7918 Mcgann Ct","Sacramento","5","4 (3 1)",3786,0.205,"ac","2001",2013-05-24,96.41,"38/38",359000,"359000","365000",101.67,95829
"8320 Medeiros Way","Sacramento","5-10","3 (3 0)",3464,0.29,"ac","2006",2013-04-12,106.81,"6/6",350000,"375000","370000",98.67,95829
"7475 Garden Ridge Wa","Sacramento","5","3 (3 0)",2597,0.1326,"ac","2011",2013-06-19,142.47,"7/7",365000,"365000","370000",101.37,95829
"7831 Pacific Dunes Ct","Sacramento","4-5","4 (3 1)",2578,0.2996,"ac","2003",2013-07-26,151.28,"16/16",399000,"399000","390000",97.74,95829
"8160 Mill Branch Ct","Sacramento","4","3 (2 1)",3037,0.54,"ac","1999",2013-04-05,130.06,"31/31",415000,"395000","395000",100,95829
